年月,店舗名,店舗表示順,レート区分,台数,店舗全体台数,台数シェア,売上合計_千円,店舗全体売上_千円,売上シェア,補粗利合計,店舗全体補粗利,補粗利シェア,売上差_pt,補粗利差_pt,平均差_pt,判定,優先度
2025-12,太田矢島店,16,5円未満S,0,816,0.0,0,686759,0.0,0,103730215,0.0,0.0,0.0,0.0,適正,低
2025-12,太田店,17,4円超P,307,826,37.2,152304,349416,43.6,15070940,10567541,142.6,6.4,105.4,55.9,不足,高
2025-12,太田店,17,1円P,275,826,33.3,54679,349416,15.6,12405013,10567541,117.4,-17.6,84.1,33.2,要確認,高
2025-12,太田店,17,1円未満P,47,826,5.7,3005,349416,0.9,851378,10567541,8.1,-4.8,2.4,-1.2,要確認,中
2025-12,太田店,17,20円超S,567,826,68.6,131351,349416,37.6,-18671609,10567541,-176.7,-31.1,-245.3,-138.2,過剰,高
2025-12,太田店,17,5円S,90,826,10.9,8077,349416,2.3,911819,10567541,8.6,-8.6,-2.3,-5.4,要確認,高
2025-12,太田店,17,5円未満S,0,826,0.0,0,349416,0.0,0,10567541,0.0,0.0,0.0,0.0,適正,低
2025-12,上越店,18,4円超P,357,1346,26.5,137570,602717,22.8,35923747,127658930,28.1,-3.7,1.6,-1.0,要確認,中
2025-12,上越店,18,1円P,238,1346,17.7,45023,602717,7.5,9034702,127658930,7.1,-10.2,-10.6,-10.4,過剰,高
2025-12,上越店,18,1円未満P,79,1346,5.9,6044,602717,1.0,1949023,127658930,1.5,-4.9,-4.3,-4.6,過剰,中
2025-12,上越店,18,20円超S,592,1346,44.0,386724,602717,64.2,74545458,127658930,58.4,20.2,14.4,17.3,不足,高
2025-12,上越店,18,5円S,80,1346,5.9,27358,602717,4.5,6206000,127658930,4.9,-1.4,-1.1,-1.2,適正,低
2025-12,上越店,18,5円未満S,0,1346,0.0,0,602717,0.0,0,127658930,0.0,0.0,0.0,0.0,適正,低
2025-12,上田店,19,4円超P,275,836,32.9,229546,534430,43.0,40038500,80426850,49.8,10.1,16.9,13.5,不足,高
2025-12,上田店,19,1円P,159,836,19.0,50285,534430,9.4,11683770,80426850,14.5,-9.6,-4.5,-7.1,過剰,高
2025-12,上田店,19,1円未満P,0,836,0.0,0,534430,0.0,0,80426850,0.0,0.0,0.0,0.0,適正,低
2025-12,上田店,19,20円超S,375,836,44.9,246217,534430,46.1,27095920,80426850,33.7,1.2,-11.2,-5.0,要確認,高
2025-12,上田店,19,5円S,26,836,3.1,8383,534430,1.6,1608660,80426850,2.0,-1.5,-1.1,-1.3,適正,低
2025-12,上田店,19,5円未満S,0,836,0.0,0,534430,0.0,0,80426850,0.0,0.0,0.0,0.0,適正,低
2025-12,S熊谷店,20,4円超P,318,1024,31.1,346524,921218,37.6,72006908,156720433,45.9,6.6,14.9,10.7,不足,高
2025-12,S熊谷店,20,1円P,248,1024,24.2,92685,921218,10.1,20519284,156720433,13.1,-14.2,-11.1,-12.6,過剰,高
2025-12,S熊谷店,20,1円未満P,0,1024,0.0,0,921218,0.0,0,156720433,0.0,0.0,0.0,0.0,適正,低
2025-12,S熊谷店,20,20円超S,409,1024,39.9,459902,921218,49.9,61105434,156720433,39.0,10.0,-1.0,4.5,要確認,高
2025-12,S熊谷店,20,5円S,50,1024,4.9,22107,921218,2.4,3088807,156720433,2.0,-2.5,-2.9,-2.7,適正,低
2025-12,S熊谷店,20,5円未満S,0,1024,0.0,0,921218,0.0,0,156720433,0.0,0.0,0.0,0.0,適正,低
2025-12,S鴻巣店,21,4円超P,301,1048,28.7,247754,745480,33.2,55712152,120070182,46.4,4.5,17.7,11.1,不足,高
2025-12,S鴻巣店,21,1円P,209,1048,19.9,51851,745480,7.0,12882468,120070182,10.7,-13.0,-9.2,-11.1,過剰,高
2025-12,S鴻巣店,21,1円未満P,0,1048,0.0,0,745480,0.0,0,120070182,0.0,0.0,0.0,0.0,適正,低
2025-12,S鴻巣店,21,20円超S,452,1048,43.1,413373,745480,55.5,46036978,120070182,38.3,12.3,-4.8,3.8,要確認,高
2025-12,S鴻巣店,21,5円S,87,1048,8.3,32503,745480,4.4,5438584,120070182,4.5,-3.9,-3.8,-3.9,過剰,中
2025-12,S鴻巣店,21,5円未満S,0,1048,0.0,0,745480,0.0,0,120070182,0.0,0.0,0.0,0.0,適正,低
2025-12,S上里店,22,4円超P,279,994,28.1,165414,597100,27.7,34493948,93234660,37.0,-0.4,8.9,4.3,要確認,高
2025-12,S上里店,22,1円P,198,994,19.9,52546,597100,8.8,11042741,93234660,11.8,-11.1,-8.1,-9.6,過剰,高
2025-12,S上里店,22,1円未満P,0,994,0.0,0,597100,0.0,0,93234660,0.0,0.0,0.0,0.0,適正,低
2025-12,S上里店,22,20円超S,398,994,40.0,339336,597100,56.8,41397608,93234660,44.4,16.8,4.4,10.6,不足,高
2025-12,S上里店,22,5円S,120,994,12.1,39805,597100,6.7,6300363,93234660,6.8,-5.4,-5.3,-5.4,過剰,中
2025-12,S上里店,22,5円未満S,0,994,0.0,0,597100,0.0,0,93234660,0.0,0.0,0.0,0.0,適正,低
2025-12,入間店,23,4円超P,301,996,30.2,163853,520187,31.5,38178704,87430288,43.7,1.3,13.4,7.4,要確認,高
2025-12,入間店,23,1円P,174,996,17.5,43406,520187,8.3,10638387,87430288,12.2,-9.1,-5.3,-7.2,過剰,高
2025-12,入間店,23,1円未満P,0,996,0.0,0,520187,0.0,0,87430288,0.0,0.0,0.0,0.0,適正,低
2025-12,入間店,23,20円超S,436,996,43.8,288171,520187,55.4,34934657,87430288,40.0,11.6,-3.8,3.9,要確認,高
2025-12,入間店,23,5円S,85,996,8.5,24757,520187,4.8,3678540,87430288,4.2,-3.8,-4.3,-4.1,過剰,中
2025-12,入間店,23,5円未満S,0,996,0.0,0,520187,0.0,0,87430288,0.0,0.0,0.0,0.0,適正,低
2025-12,坂戸店,24,4円超P,319,944,33.8,388501,875519,44.4,76876304,144512511,53.2,10.6,19.4,15.0,不足,高
2025-12,坂戸店,24,1円P,189,944,20.0,63952,875519,7.3,13135892,144512511,9.1,-12.7,-10.9,-11.8,過剰,高
2025-12,坂戸店,24,1円未満P,0,944,0.0,0,875519,0.0,0,144512511,0.0,0.0,0.0,0.0,適正,低
2025-12,坂戸店,24,20円超S,378,944,40.0,398371,875519,45.5,51089281,144512511,35.4,5.5,-4.7,0.4,要確認,中
2025-12,坂戸店,24,5円S,58,944,6.1,24696,875519,2.8,3411034,144512511,2.4,-3.3,-3.8,-3.6,過剰,中
2025-12,坂戸店,24,5円未満S,0,944,0.0,0,875519,0.0,0,144512511,0.0,0.0,0.0,0.0,適正,低
2025-12,花園店,25,4円超P,374,895,41.8,430332,922322,46.7,85798848,154049737,55.7,4.9,13.9,9.4,不足,高
2025-12,花園店,25,1円P,155,895,17.3,64867,922322,7.0,15037039,154049737,9.8,-10.3,-7.6,-8.9,過剰,高
2025-12,花園店,25,1円未満P,0,895,0.0,0,922322,0.0,0,154049737,0.0,0.0,0.0,0.0,適正,低
2025-12,花園店,25,20円超S,366,895,40.9,427123,922322,46.3,53213850,154049737,34.5,5.4,-6.4,-0.5,要確認,高
2025-12,花園店,25,5円S,0,895,0.0,0,922322,0.0,0,154049737,0.0,0.0,0.0,0.0,適正,低
2025-12,花園店,25,5円未満S,0,895,0.0,0,922322,0.0,0,154049737,0.0,0.0,0.0,0.0,適正,低
2025-12,杉戸店,26,4円超P,221,812,27.2,110181,412007,26.7,26961928,78236740,34.5,-0.5,7.2,3.4,要確認,高
2025-12,杉戸店,26,1円P,167,812,20.6,34452,412007,8.4,8444894,78236740,10.8,-12.2,-9.8,-11.0,過剰,高
2025-12,杉戸店,26,1円未満P,0,812,0.0,0,412007,0.0,0,78236740,0.0,0.0,0.0,0.0,適正,低
2025-12,杉戸店,26,20円超S,340,812,41.9,244656,412007,59.4,39118914,78236740,50.0,17.5,8.1,12.8,不足,高
2025-12,杉戸店,26,5円S,84,812,10.3,22718,412007,5.5,3711004,78236740,4.7,-4.8,-5.6,-5.2,過剰,中
2025-12,杉戸店,26,5円未満S,0,812,0.0,0,412007,0.0,0,78236740,0.0,0.0,0.0,0.0,適正,低
2025-12,羽生店,27,4円超P,200,796,25.1,94186,333012,28.3,24410400,59019467,41.4,3.2,16.2,9.7,不足,高
2025-12,羽生店,27,1円P,199,796,25.0,36985,333012,11.1,8753600,59019467,14.8,-13.9,-10.2,-12.0,過剰,高
2025-12,羽生店,27,1円未満P,0,796,0.0,0,333012,0.0,0,59019467,0.0,0.0,0.0,0.0,適正,低
2025-12,羽生店,27,20円超S,317,796,39.8,181546,333012,54.5,22234193,59019467,37.7,14.7,-2.2,6.3,要確認,高
2025-12,羽生店,27,5円S,80,796,10.1,20296,333012,6.1,3621274,59019467,6.1,-4.0,-3.9,-3.9,過剰,中
2025-12,羽生店,27,5円未満S,0,796,0.0,0,333012,0.0,0,59019467,0.0,0.0,0.0,0.0,適正,低
2025-12,千葉みなと店,28,4円超P,290,1059,27.4,131284,504080,26.0,31372860,83610911,37.5,-1.3,10.1,4.4,要確認,高
2025-12,千葉みなと店,28,1円P,226,1059,21.3,63247,504080,12.5,14376670,83610911,17.2,-8.8,-4.1,-6.5,過剰,高
2025-12,千葉みなと店,28,1円未満P,41,1059,3.9,4841,504080,1.0,1299032,83610911,1.6,-2.9,-2.3,-2.6,適正,低
2025-12,千葉みなと店,28,20円超S,325,1059,30.7,235477,504080,46.7,25382041,83610911,30.4,16.0,-0.3,7.8,要確認,高
2025-12,千葉みなと店,28,5円S,162,1059,15.3,65546,504080,13.0,10620458,83610911,12.7,-2.3,-2.6,-2.4,適正,低
2025-12,千葉みなと店,28,5円未満S,21,1059,2.0,3685,504080,0.7,559850,83610911,0.7,-1.3,-1.3,-1.3,適正,低
2025-12,浜野店,29,4円超P,317,915,34.6,292712,739337,39.6,53414512,112155841,47.6,4.9,13.0,9.0,不足,高
2025-12,浜野店,29,1円P,191,915,20.9,61615,739337,8.3,13591771,112155841,12.1,-12.5,-8.8,-10.6,過剰,高
2025-12,浜野店,29,1円未満P,0,915,0.0,0,739337,0.0,0,112155841,0.0,0.0,0.0,0.0,適正,低
2025-12,浜野店,29,20円超S,324,915,35.4,346471,739337,46.9,38489523,112155841,34.3,11.5,-1.1,5.2,要確認,高
2025-12,浜野店,29,5円S,84,915,9.2,38539,739337,5.2,6660035,112155841,5.9,-4.0,-3.2,-3.6,過剰,中
2025-12,浜野店,29,5円未満S,0,915,0.0,0,739337,0.0,0,112155841,0.0,0.0,0.0,0.0,適正,低
2025-12,佐倉店,30,4円超P,285,822,34.7,283129,697965,40.6,48522344,98282433,49.4,5.9,14.7,10.3,不足,高
2025-12,佐倉店,30,1円P,196,822,23.8,66677,697965,9.6,12649359,98282433,12.9,-14.3,-11.0,-12.6,過剰,高
2025-12,佐倉店,30,1円未満P,0,822,0.0,0,697965,0.0,0,98282433,0.0,0.0,0.0,0.0,適正,低
2025-12,佐倉店,30,20円超S,290,822,35.3,327214,697965,46.9,34042890,98282433,34.6,11.6,-0.6,5.5,要確認,高
2025-12,佐倉店,30,5円S,52,822,6.3,20946,697965,3.0,3067840,98282433,3.1,-3.3,-3.2,-3.3,過剰,中
2025-12,佐倉店,30,5円未満S,0,822,0.0,0,697965,0.0,0,98282433,0.0,0.0,0.0,0.0,適正,低
2025-12,S東金店,31,4円超P,300,952,31.5,407882,1020262,40.0,34800440,48995663,71.0,8.5,39.5,24.0,不足,高
2025-12,S東金店,31,1円P,186,952,19.5,80952,1020262,7.9,13131798,48995663,26.8,-11.6,7.3,-2.2,要確認,高
2025-12,S東金店,31,1円未満P,0,952,0.0,0,1020262,0.0,0,48995663,0.0,0.0,0.0,0.0,適正,低
2025-12,S東金店,31,20円超S,419,952,44.0,507168,1020262,49.7,-2037087,48995663,-4.2,5.7,-48.2,-21.2,要確認,高
2025-12,S東金店,31,5円S,47,952,4.9,24260,1020262,2.4,3100512,48995663,6.3,-2.6,1.4,-0.6,適正,低
2025-12,S東金店,31,5円未満S,0,952,0.0,0,1020262,0.0,0,48995663,0.0,0.0,0.0,0.0,適正,低
2025-12,旭店,32,4円超P,222,705,31.5,69533,271613,25.6,13467780,41252178,32.6,-5.9,1.2,-2.4,要確認,中
2025-12,旭店,32,1円P,186,705,26.4,35195,271613,13.0,7433060,41252178,18.0,-13.4,-8.4,-10.9,過剰,高
2025-12,旭店,32,1円未満P,38,705,5.4,3352,271613,1.2,747740,41252178,1.8,-4.2,-3.6,-3.9,過剰,中
2025-12,旭店,32,20円超S,220,705,31.2,149451,271613,55.0,17743212,41252178,43.0,23.8,11.8,17.8,不足,高
2025-12,旭店,32,5円S,39,705,5.5,14082,271613,5.2,1860386,41252178,4.5,-0.3,-1.0,-0.7,適正,低
2025-12,旭店,32,5円未満S,0,705,0.0,0,271613,0.0,0,41252178,0.0,0.0,0.0,0.0,適正,低
2025-12,妙典駅前店,33,4円超P,142,636,22.3,165597,525589,31.5,29269772,79677009,36.7,9.2,14.4,11.8,不足,高
2025-12,妙典駅前店,33,1円P,132,636,20.8,46507,525589,8.8,9888180,79677009,12.4,-11.9,-8.3,-10.1,過剰,高
2025-12,妙典駅前店,33,1円未満P,0,636,0.0,0,525589,0.0,0,79677009,0.0,0.0,0.0,0.0,適正,低
2025-12,妙典駅前店,33,20円超S,309,636,48.6,286807,525589,54.6,36055087,79677009,45.3,6.0,-3.3,1.3,要確認,中
2025-12,妙典駅前店,33,5円S,53,636,8.3,26678,525589,5.1,4463970,79677009,5.6,-3.3,-2.7,-3.0,要確認,中
2025-12,妙典駅前店,33,5円未満S,0,636,0.0,0,525589,0.0,0,79677009,0.0,0.0,0.0,0.0,適正,低
2025-12,ＷＡＫＯ鹿島店,34,4円超P,318,836,38.0,309495,571059,54.2,58430184,105707309,55.3,16.2,17.2,16.7,不足,高
2025-12,ＷＡＫＯ鹿島店,34,1円P,239,836,28.6,58900,571059,10.3,12560718,105707309,11.9,-18.3,-16.7,-17.5,過剰,高
2025-12,ＷＡＫＯ鹿島店,34,1円未満P,0,836,0.0,0,571059,0.0,0,105707309,0.0,0.0,0.0,0.0,適正,低
2025-12,ＷＡＫＯ鹿島店,34,20円超S,261,836,31.2,198139,571059,34.7,33836475,105707309,32.0,3.5,0.8,2.1,要確認,中
2025-12,ＷＡＫＯ鹿島店,34,5円S,18,836,2.2,4525,571059,0.8,879932,105707309,0.8,-1.4,-1.3,-1.3,適正,低
2025-12,ＷＡＫＯ鹿島店,34,5円未満S,0,836,0.0,0,571059,0.0,0,105707309,0.0,0.0,0.0,0.0,適正,低
2025-12,神栖店,35,4円超P,319,894,35.7,208137,580616,35.8,46227705,112396953,41.1,0.2,5.4,2.8,要確認,中
2025-12,神栖店,35,1円P,176,894,19.7,41643,580616,7.2,8194076,112396953,7.3,-12.5,-12.4,-12.5,過剰,高
2025-12,神栖店,35,1円未満P,0,894,0.0,0,580616,0.0,0,112396953,0.0,0.0,0.0,0.0,適正,低
2025-12,神栖店,35,20円超S,370,894,41.4,322224,580616,55.5,56047956,112396953,49.9,14.1,8.5,11.3,不足,高
2025-12,神栖店,35,5円S,30,894,3.4,8613,580616,1.5,1927216,112396953,1.7,-1.9,-1.6,-1.8,適正,低
2025-12,神栖店,35,5円未満S,0,894,0.0,0,580616,0.0,0,112396953,0.0,0.0,0.0,0.0,適正,低
2025-12,立川店,36,4円超P,322,1002,32.1,137362,411015,33.4,35374839,84498862,41.9,1.3,9.7,5.5,要確認,高
2025-12,立川店,36,1円P,199,1002,19.9,38001,411015,9.2,11010601,84498862,13.0,-10.6,-6.8,-8.7,過剰,高
2025-12,立川店,36,1円未満P,0,1002,0.0,0,411015,0.0,0,84498862,0.0,0.0,0.0,0.0,適正,低
2025-12,立川店,36,20円超S,405,1002,40.4,217359,411015,52.9,33683918,84498862,39.9,12.5,-0.6,6.0,要確認,高
2025-12,立川店,36,5円S,76,1002,7.6,18294,411015,4.5,4429504,84498862,5.2,-3.1,-2.3,-2.7,要確認,中
2025-12,立川店,36,5円未満S,0,1002,0.0,0,411015,0.0,0,84498862,0.0,0.0,0.0,0.0,適正,低
2025-12,新小岩店,37,4円超P,227,748,30.3,147426,436123,33.8,34127765,95700089,35.7,3.5,5.3,4.4,不足,中
2025-12,新小岩店,37,1円P,242,748,32.4,65857,436123,15.1,17219639,95700089,18.0,-17.3,-14.4,-15.8,過剰,高
2025-12,新小岩店,37,1円未満P,0,748,0.0,0,436123,0.0,0,95700089,0.0,0.0,0.0,0.0,適正,低
2025-12,新小岩店,37,20円超S,279,748,37.3,222840,436123,51.1,44352685,95700089,46.3,13.8,9.0,11.4,不足,高
2025-12,新小岩店,37,5円S,0,748,0.0,0,436123,0.0,0,95700089,0.0,0.0,0.0,0.0,適正,低
2025-12,新小岩店,37,5円未満S,0,748,0.0,0,436123,0.0,0,95700089,0.0,0.0,0.0,0.0,適正,低
2025-12,八王子北野店,38,4円超P,88,616,14.3,50930,324867,15.7,13690638,58295793,23.5,1.4,9.2,5.3,要確認,高
2025-12,八王子北野店,38,1円P,32,616,5.2,11578,324867,3.6,3318231,58295793,5.7,-1.6,0.5,-0.6,適正,低
2025-12,八王子北野店,38,1円未満P,0,616,0.0,0,324867,0.0,0,58295793,0.0,0.0,0.0,0.0,適正,低
2025-12,八王子北野店,38,20円超S,404,616,65.6,237788,324867,73.2,36094949,58295793,61.9,7.6,-3.7,2.0,要確認,高
2025-12,八王子北野店,38,5円S,93,616,15.1,24571,324867,7.6,5191975,58295793,8.9,-7.5,-6.2,-6.9,過剰,高
2025-12,八王子北野店,38,5円未満S,0,616,0.0,0,324867,0.0,0,58295793,0.0,0.0,0.0,0.0,適正,低
2025-12,錦糸町店,39,4円超P,457,997,45.8,598621,1058836,56.5,116770557,189285052,61.7,10.7,15.9,13.3,不足,高
2025-12,錦糸町店,39,1円P,95,997,9.5,34142,1058836,3.2,10649543,189285052,5.6,-6.3,-3.9,-5.1,過剰,高
2025-12,錦糸町店,39,1円未満P,0,997,0.0,0,1058836,0.0,0,189285052,0.0,0.0,0.0,0.0,適正,低
2025-12,錦糸町店,39,20円超S,444,997,44.5,426073,1058836,40.2,61864952,189285052,32.7,-4.3,-11.9,-8.1,過剰,高
2025-12,錦糸町店,39,5円S,0,997,0.0,0,1058836,0.0,0,189285052,0.0,0.0,0.0,0.0,適正,低
2025-12,錦糸町店,39,5円未満S,0,997,0.0,0,1058836,0.0,0,189285052,0.0,0.0,0.0,0.0,適正,低
2025-12,座間店,40,4円超P,326,1030,31.7,137380,487600,28.2,29315060,86660537,33.8,-3.5,2.2,-0.6,要確認,中
2025-12,座間店,40,1円P,251,1030,24.4,63937,487600,13.1,16623327,86660537,19.2,-11.3,-5.2,-8.2,過剰,高
2025-12,座間店,40,1円未満P,0,1030,0.0,0,487600,0.0,0,86660537,0.0,0.0,0.0,0.0,適正,低
2025-12,座間店,40,20円超S,353,1030,34.3,252824,487600,51.9,35313741,86660537,40.7,17.6,6.5,12.0,不足,高
2025-12,座間店,40,5円S,101,1030,9.8,33459,487600,6.9,5408409,86660537,6.2,-2.9,-3.6,-3.3,要確認,中
2025-12,座間店,40,5円未満S,0,1030,0.0,0,487600,0.0,0,86660537,0.0,0.0,0.0,0.0,適正,低
2025-12,平塚駅前店,41,4円超P,322,993,32.4,251396,714828,35.2,49041268,119873108,40.9,2.7,8.5,5.6,要確認,高
2025-12,平塚駅前店,41,1円P,195,993,19.6,54026,714828,7.6,12195708,119873108,10.2,-12.1,-9.5,-10.8,過剰,高
2025-12,平塚駅前店,41,1円未満P,34,993,3.4,6325,714828,0.9,1458087,119873108,1.2,-2.5,-2.2,-2.4,適正,低
2025-12,平塚駅前店,41,20円超S,377,993,38.0,369763,714828,51.7,53281978,119873108,44.4,13.8,6.5,10.1,不足,高
2025-12,平塚駅前店,41,5円S,65,993,6.5,33319,714828,4.7,3896067,119873108,3.3,-1.9,-3.3,-2.6,要確認,中
2025-12,平塚駅前店,41,5円未満S,0,993,0.0,0,714828,0.0,0,119873108,0.0,0.0,0.0,0.0,適正,低
2025-12,上永谷店,42,4円超P,139,638,21.8,55454,258680,21.4,16143120,49657001,32.5,-0.3,10.7,5.2,要確認,高
2025-12,上永谷店,42,1円P,130,638,20.4,37895,258680,14.6,10509820,49657001,21.2,-5.7,0.8,-2.5,要確認,中
2025-12,上永谷店,42,1円未満P,47,638,7.4,6778,258680,2.6,1931532,49657001,3.9,-4.7,-3.5,-4.1,過剰,中
2025-12,上永谷店,42,20円超S,251,638,39.3,137831,258680,53.3,17732718,49657001,35.7,13.9,-3.6,5.2,要確認,高
2025-12,上永谷店,42,5円S,71,638,11.1,20722,258680,8.0,3339811,49657001,6.7,-3.1,-4.4,-3.8,過剰,中
2025-12,上永谷店,42,5円未満S,0,638,0.0,0,258680,0.0,0,49657001,0.0,0.0,0.0,0.0,適正,低
2025-12,姫路店,43,4円超P,237,912,26.0,134517,517504,26.0,26843295,83223186,32.3,0.0,6.3,3.1,要確認,高
2025-12,姫路店,43,1円P,202,912,22.1,38603,517504,7.5,9671155,83223186,11.6,-14.7,-10.5,-12.6,過剰,高
2025-12,姫路店,43,1円未満P,0,912,0.0,0,517504,0.0,0,83223186,0.0,0.0,0.0,0.0,適正,低
2025-12,姫路店,43,20円超S,390,912,42.8,311154,517504,60.1,40786167,83223186,49.0,17.4,6.2,11.8,不足,高
2025-12,姫路店,43,5円S,83,912,9.1,33229,517504,6.4,5922569,83223186,7.1,-2.7,-2.0,-2.3,適正,低
2025-12,姫路店,43,5円未満S,0,912,0.0,0,517504,0.0,0,83223186,0.0,0.0,0.0,0.0,適正,低
2025-12,新開地店,44,4円超P,410,1337,30.7,473175,1108419,42.7,73117745,153441363,47.7,12.0,17.0,14.5,不足,高
2025-12,新開地店,44,1円P,229,1337,17.1,69348,1108419,6.3,13507439,153441363,8.8,-10.9,-8.3,-9.6,過剰,高
2025-12,新開地店,44,1円未満P,0,1337,0.0,0,1108419,0.0,0,153441363,0.0,0.0,0.0,0.0,適正,低
2025-12,新開地店,44,20円超S,585,1337,43.8,526570,1108419,47.5,61513267,153441363,40.1,3.8,-3.7,0.0,要確認,中
2025-12,新開地店,44,5円S,114,1337,8.5,39326,1108419,3.5,5302912,153441363,3.5,-5.0,-5.1,-5.0,過剰,中
2025-12,新開地店,44,5円未満S,0,1337,0.0,0,1108419,0.0,0,153441363,0.0,0.0,0.0,0.0,適正,低
2025-12,仙台東店,45,4円超P,257,830,31.0,282466,716634,39.4,52027664,117479800,44.3,8.5,13.3,10.9,不足,高
2025-12,仙台東店,45,1円P,181,830,21.8,59096,716634,8.2,12412292,117479800,10.6,-13.6,-11.2,-12.4,過剰,高
2025-12,仙台東店,45,1円未満P,0,830,0.0,0,716634,0.0,0,117479800,0.0,0.0,0.0,0.0,適正,低
2025-12,仙台東店,45,20円超S,364,830,43.9,359441,716634,50.2,50753109,117479800,43.2,6.3,-0.7,2.8,要確認,高
2025-12,仙台東店,45,5円S,28,830,3.4,15631,716634,2.2,2286735,117479800,1.9,-1.2,-1.4,-1.3,適正,低
2025-12,仙台東店,45,5円未満S,0,830,0.0,0,716634,0.0,0,117479800,0.0,0.0,0.0,0.0,適正,低
2025-12,仙台泉店,46,4円超P,358,910,39.3,397384,847426,46.9,72833368,135732786,53.7,7.6,14.3,10.9,不足,高
2025-12,仙台泉店,46,1円P,168,910,18.5,64378,847426,7.6,11026068,135732786,8.1,-10.9,-10.3,-10.6,過剰,高
2025-12,仙台泉店,46,1円未満P,0,910,0.0,0,847426,0.0,0,135732786,0.0,0.0,0.0,0.0,適正,低
2025-12,仙台泉店,46,20円超S,355,910,39.0,371263,847426,43.8,49885919,135732786,36.8,4.8,-2.3,1.3,要確認,中
2025-12,仙台泉店,46,5円S,29,910,3.2,14402,847426,1.7,1987431,135732786,1.5,-1.5,-1.7,-1.6,適正,低
2025-12,仙台泉店,46,5円未満S,0,910,0.0,0,847426,0.0,0,135732786,0.0,0.0,0.0,0.0,適正,低
2025-12,福岡本店,47,4円超P,398,1196,33.3,269377,781190,34.5,55648323,148005490,37.6,1.2,4.3,2.8,要確認,中
2025-12,福岡本店,47,1円P,199,1196,16.6,62833,781190,8.0,16072084,148005490,10.9,-8.6,-5.8,-7.2,過剰,高
2025-12,福岡本店,47,1円未満P,0,1196,0.0,0,781190,0.0,0,148005490,0.0,0.0,0.0,0.0,適正,低
2025-12,福岡本店,47,20円超S,519,1196,43.4,417849,781190,53.5,69087147,148005490,46.7,10.1,3.3,6.7,不足,高
2025-12,福岡本店,47,5円S,80,1196,6.7,31132,781190,4.0,7197936,148005490,4.9,-2.7,-1.8,-2.3,適正,低
2025-12,福岡本店,47,5円未満S,0,1196,0.0,0,781190,0.0,0,148005490,0.0,0.0,0.0,0.0,適正,低
2025-12,筑紫野店,48,4円超P,638,1755,36.4,421470,1000883,42.1,92299407,196312197,47.0,5.8,10.7,8.2,不足,高
2025-12,筑紫野店,48,1円P,376,1755,21.4,101475,1000883,10.1,21883936,196312197,11.1,-11.3,-10.3,-10.8,過剰,高
2025-12,筑紫野店,48,1円未満P,0,1755,0.0,0,1000883,0.0,0,196312197,0.0,0.0,0.0,0.0,適正,低
2025-12,筑紫野店,48,20円超S,632,1755,36.0,440880,1000883,44.0,73417913,196312197,37.4,8.0,1.4,4.7,要確認,高
2025-12,筑紫野店,48,5円S,108,1755,6.2,37059,1000883,3.7,8710941,196312197,4.4,-2.5,-1.7,-2.1,適正,低
2025-12,筑紫野店,48,5円未満S,0,1755,0.0,0,1000883,0.0,0,196312197,0.0,0.0,0.0,0.0,適正,低
2025-12,福重店,49,4円超P,320,998,32.1,273627,687960,39.8,68379836,147235831,46.4,7.7,14.4,11.0,不足,高
2025-12,福重店,49,1円P,200,998,20.0,63493,687960,9.2,16675464,147235831,11.3,-10.8,-8.7,-9.8,過剰,高
2025-12,福重店,49,1円未満P,0,998,0.0,0,687960,0.0,0,147235831,0.0,0.0,0.0,0.0,適正,低
2025-12,福重店,49,20円超S,419,998,42.0,330446,687960,48.0,57759568,147235831,39.2,6.0,-2.8,1.6,要確認,高
2025-12,福重店,49,5円S,60,998,6.0,20394,687960,3.0,4420963,147235831,3.0,-3.0,-3.0,-3.0,過剰,中
2025-12,福重店,49,5円未満S,0,998,0.0,0,687960,0.0,0,147235831,0.0,0.0,0.0,0.0,適正,低
2025-12,伊都店,50,4円超P,240,996,24.1,101666,373336,27.2,26003394,75000147,34.7,3.1,10.6,6.9,不足,高
2025-12,伊都店,50,1円P,239,996,24.0,52115,373336,14.0,11764830,75000147,15.7,-10.0,-8.3,-9.2,過剰,高
2025-12,伊都店,50,1円未満P,79,996,7.9,5548,373336,1.5,1848559,75000147,2.5,-6.4,-5.5,-6.0,過剰,高
2025-12,伊都店,50,20円超S,358,996,35.9,187788,373336,50.3,29099358,75000147,38.8,14.4,2.9,8.6,要確認,高
2025-12,伊都店,50,5円S,79,996,7.9,26219,373336,7.0,6284006,75000147,8.4,-0.9,0.4,-0.2,適正,低
2025-12,伊都店,50,5円未満S,0,996,0.0,0,373336,0.0,0,75000147,0.0,0.0,0.0,0.0,適正,低
2025-12,飯塚店,51,4円超P,310,1255,24.7,166502,564261,29.5,37764417,107581148,35.1,4.8,10.4,7.6,不足,高
2025-12,飯塚店,51,1円P,311,1255,24.8,74760,564261,13.2,16797432,107581148,15.6,-11.5,-9.2,-10.3,過剰,高
2025-12,飯塚店,51,1円未満P,0,1255,0.0,0,564261,0.0,0,107581148,0.0,0.0,0.0,0.0,適正,低
2025-12,飯塚店,51,20円超S,558,1255,44.5,300705,564261,53.3,47599634,107581148,44.2,8.8,-0.2,4.3,要確認,高
2025-12,飯塚店,51,5円S,76,1255,6.1,22295,564261,4.0,5419665,107581148,5.0,-2.1,-1.0,-1.6,適正,低
